timestamp,j1,j2,j3,j4,j5,j6,j7
1680046923.178259,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.1794412,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.180648,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.1818244,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.183758,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.1846921,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.185647,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.1865141,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.1872296,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.1879513,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.188799,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.1896546,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.1904685,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.1911933,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.1918044,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.1943548,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.1959987,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.196638,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.1972666,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.198015,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.1988103,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.1996915,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.2005048,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.2011652,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.2018938,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.2025733,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.203371,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.2040894,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.2047424,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.2057068,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.206752,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.2073355,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.207855,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.2086878,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.2094336,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.2102056,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.2116683,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.2126477,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.2135015,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.2141955,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.214868,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.2155392,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.2161965,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.216912,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.2280211,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.3172195,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.3963864,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.4638145,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.5284853,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.594519,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.6643808,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.730864,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.7941988,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.863673,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.92991,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046923.9977283,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046924.0638146,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046924.1323667,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046924.197749,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046924.261694,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046924.3312705,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046924.3956892,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046924.4637017,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046924.531104,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046924.5961502,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046924.6623237,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046924.730218,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046924.7996264,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046924.8640697,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046924.9308476,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046924.9962456,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046925.0644026,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046925.1292667,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046925.1976922,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046925.2839458,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046925.367593,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046925.4342873,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046925.4989135,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046925.5646167,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046925.6322994,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046925.6983829,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046925.762952,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046925.829477,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046925.895932,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046925.9666228,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046926.0310888,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046926.1000476,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046926.1651099,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046926.228828,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046926.2968552,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046926.3640277,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046926.4308596,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046926.4961336,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046926.5648456,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046926.6303742,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046926.6978512,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046926.7654757,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046926.8308895,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046926.8973138,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046926.964489,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046927.0316248,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046927.0986488,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046927.187732,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046927.2687624,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046927.3329246,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046927.3981822,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046927.4662504,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046927.5347607,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046927.599685,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046927.6673157,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046927.7322164,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046927.7967923,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046927.864407,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046927.9312868,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046928.0012581,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046928.0670605,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046928.1316059,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046928.1989639,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046928.2658389,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046928.331983,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046928.3975985,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046928.4661107,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046928.5319152,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046928.5979376,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046928.6648312,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046928.7316463,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046928.7983212,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046928.8681235,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046928.932019,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046928.9996862,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046929.0661857,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046929.153946,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046929.2365484,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046929.2992063,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046929.3652115,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046929.4319754,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046929.497381,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046929.5670166,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046929.6335213,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046929.7020621,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046929.7638662,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046929.833571,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046929.8978846,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046929.967485,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046930.034265,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046930.1017997,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046930.1671903,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046930.2325847,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046930.297186,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046930.3658564,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046930.4310033,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046930.5003927,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046930.5660543,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046930.6323175,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046930.7019715,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046930.7686956,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046930.8325605,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046930.899151,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046930.9653952,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046931.0336304,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046931.1193547,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046931.2044501,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046931.269956,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046931.332437,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046931.3999805,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046931.467469,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046931.535142,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046931.5991635,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046931.6678212,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046931.7333217,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046931.800506,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046931.8663697,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046931.936173,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046932.0008683,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046932.0677109,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046932.1348774,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046932.2019298,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046932.266965,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046932.3354137,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046932.4015453,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046932.4664857,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046932.5359168,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046932.5999851,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046932.666866,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046932.7335026,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046932.8029447,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046932.8697598,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046932.934605,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046933.0252788,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046933.1028576,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046933.1693745,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046933.2344337,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046933.3019514,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046933.3660827,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046933.4333048,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046933.5022397,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046933.568657,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046933.6355126,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046933.7039618,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046933.7719939,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046933.8370552,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046933.903046,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046933.96934,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046934.0464401,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046934.1107984,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046934.1778362,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046934.2443242,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046934.3074243,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046934.3709145,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046934.4380982,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046934.5031025,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046934.5675092,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046934.638735,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046934.7046332,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046934.7723494,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046934.8390684,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046934.9036465,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046934.9937053,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046935.0804067,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046935.1427069,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
1680046935.207856,-5.729577951308232e-05,0.011631043241155712,0.0,95.0,0.0,0.0,-0.006016056848873644
